,annotator,label,stars,sentence1
907,bc01,1,,itself arrived of picture Every.
908,bc01,1,,My aunt your uncle but and doesn does'is t floor. spouse the lying he a have on
909,bc01,0,*,", t buy Christmas and it it bright for My red for but. did anything aunt didn uncle him was'my"
910,bc01,1,,"Max, know which'and which book book Oscar. didn read I t"
911,bc01,1,,"is this Bill the one approve of he the t of, doesn. is book and This'whichs which"
912,bc01,0,?*,"book Bob, why'read hadn I which t know which Ma and youg asked book."
913,bc01,0,?*,"book book Bob read I. whichg which, I discussed after know Ma and had"
914,bc01,1,,##leton did Anglles Du who. suspected everyone
915,bc01,1,,"Dickens read.'Fred t While Bob he, didn"
916,bc01,1,,"he Holly t, suspected Sally. but Joe'didn"
917,bc01,0,*,"Although t. doesn'cabp Sallybage eatsg Malants, egg"
918,bc01,0,?*,"which Sally I, read Sam know t do Although book which don know did I '. book"
919,bc01,0,?*,"Ang did Du stood everyonelles.leton, Near"
920,bc01,0,*,"t will but. Holly near, Ma won stand he 'g Sally"
921,bc01,0,*,"didn While t discuss'about did every she a. every report, boy girl Holly"
922,bc01,1,,woman will near stand that Sally every. you will
923,bc01,1,,"discuss will about a'know. report I woman you which woman but will know I Holly, don which t"
924,bc01,0,*,' discussing of yesterday been one d the stood we near Sam. women every
925,bc01,0,*,yesterday Truman. visited you
926,bc01,0,*,the story Bob. told Truman
927,bc01,1,,"did visit.'Truman you While, t he me didn"
928,bc01,1,,"Truman a,. Rusty did'tell didn he me While t story"
929,bc01,1,,"he might about While about Ma talk won Holly t 'g. José,"
930,bc01,1,,"t Although'Doc. to to, it you he might tell won me"
931,bc01,1,,anyone else. to I do think you show you yourself need more than
932,bc01,1,,"he't doesn, every Truman Barcelona. city does to visit While want"
933,bc01,0,*,"leave While'ing Rusty. Ma he won might his, father to please order t"
934,bc01,0,*,"Doc, the he t might had Bob'won that paper While book his. claim read"
935,bc01,0,*,"I down but ll t.'won the, turn I up radio '"
936,bc01,1,,"Fred, likeslants likesp toobage although. cab he egg"
937,bc01,1,,"he Althoughlants egg too., cab likes Fred likespbage"
938,bc01,1,,. sweet his flowersie Fred because Frank to had gave
939,bc01,1,,"and he, visit enough that will money. to is a country wants China Joe too he gets, if"
940,bc01,1,,"pretty Me wouldn by a has and book but it good Jerry tl done read'Babe.ryl, was so"
941,bc01,0,*,"done t which I know Max. Oscar so'and hasn read, book book which"
942,bc01,1,,"a, country. had he he this Joe visited isn't has but wish might"
943,bc01,1,,"might the, While thing to has I already. kind want of suggested is that Harris this"
944,bc01,1,,friends they too do and We like. our
945,bc01,1,,our like and too they We friends like friends. our
946,bc01,1,,"their too friends they We like. friends like and, our"
947,bc01,1,,Rusty about himself. only talked Holly after did
948,bc01,0,*,talk about himself Rusty talked did only himself Mary after. about
949,bc01,1,,"could might find solution I no, Holly but."
950,bc01,1,,everything Fred before talked did Rusty about.
951,bc01,1,,"will though Joe Fred go store already even. has, the to"
952,bc01,1,,"government governments harassment official no little might lesbian by is, and there. although the autonomous nationals Today or gays of"
953,bc01,1,,"candidate indelity trying charges draft to of by, at avoiding The and dog thefi was or leastged."
954,bc01,0,*,", a you David hist, and is great eyes sq does artist when at heuin."
955,bc01,0,*,"##delity candidate in least or charges wasfi The at by of,ged trying. dog to"
956,bc01,1,,"This choserb released not Go heache. but information, couldv to been have by"
957,bc01,1,,"presented do this, and informal often fashion and material accessible lot I fairly. in A can a be of"
958,bc01,0,*,. likes John Mary not
959,bc01,1,,John Mary like. does not
960,bc01,0,*,often meets Mary. John
961,bc01,1,,. often John tries to Mary meet
962,bc01,0,*,Mary meet to. John tries often
963,bc01,1,,not. John meet Mary tries to
964,bc01,0,*,Mary John meet tries to not.
965,bc01,1,,marathon? running Is Mary the
966,bc01,0,*,? the Runs Mary marathon
967,bc01,1,,running often is Mary marathon the.
968,bc01,0,*,. marathon runs the often Mary
969,bc01,1,,. Mary running is the not marathon
970,bc01,1,,"didn I go't as thought, Bill, the. to had store"
971,bc01,1,,"the, I did to as thought had store Bill,. go"
972,bc01,0,*,"did go thought. as store Bill I the not had,, to"
973,bc01,1,,. so could writers boy believe the The
974,bc01,0,*,. believed writers The so the boy
975,bc01,1,,boy so believe did writers The the.
976,bc01,0,*,' believe The boy the so t writers didn.
977,bc01,1,,Rome Carthage destroyed.
978,bc01,1,,' s of destruction Rome. horrific Carthage was
979,bc01,1,,Bill himself the bought saw John picture. that of
980,bc01,1,,quite of perception is The the problem thorough.
981,bc01,1,,of is problem knowledge. The thorough the quite
982,bc01,0,*,. quite perception The'thorough s is problem
983,bc01,0,*,thorough is'quite problem s The. knowledge
984,bc01,0,*,The knows problem easily.
985,bc01,0,*,insurance The to the. sank ship collect
986,bc01,1,,de of. The the shipvious sinking very was
987,bc01,1,,collect insurance the The de the was sinking to ship veryvious of.
988,bc01,1,,The'ship sinking. s veryvious was de
989,bc01,0,*,de very the was collect to The sinking.vious ship insurance s '
990,bc01,1,,too of testing risky ones. drugs suchelf is on The
991,bc01,0,*,drug too testingelf ones risky is on.'s This
992,bc01,1,,sunk ship to The collect was the. insurance
993,bc01,1,,. drug be oneself must tested This on first
994,bc01,1,,' moral is president s. destruction complete The
995,bc01,1,,certainly of president not the helpful was. The moral destruction
996,bc01,1,,Mary to wants wear blue. nice dress German
997,bc01,1,,Europe in2 were 149 after introduced. Tomatoes
998,bc01,1,,##ec. tastebleca rich We have imp
999,bc01,0,*,##ca we imp.ec taste Rich haveble
1000,bc01,0,*,books read. his three I
1001,bc01,0,*,. read every his I book
1002,bc01,1,,. book I his read every
1003,bc01,1,,Every boy. named planet a
1004,bc01,1,,boy showed I every. planet a
1005,bc01,1,,Few. any of read the boys books
1006,bc01,1,,I of any the showed. books few boys
1007,bc01,0,*,teachers few any That. of came the boys upset
1008,bc01,1,,was I a you came book reading. not in when
1009,bc01,1,,A not did. boy laugh
1010,bc01,1,,. did boys Most not laugh
1011,bc01,1,,named and. Venus boy Every Mercury
1012,bc01,1,,boy planet Every every named.
1013,bc01,1,,languages. two Each student speaks
1014,bc01,1,,language Two students speak each.
1015,bc01,1,,tourists museums the. Some all visited
1016,bc01,1,,##ond of every some is F. boy girl
1017,bc01,0,*,##ever G single corner. the everyuin that of in has house bone a ise
1018,bc01,1,,book thinks critic. that A read every isable
1019,bc01,1,,Who? he does admire
1020,bc01,1,,. mans every He admire
1021,bc01,0,*,who What admire does?
1022,bc01,1,,##s Who? what admire
1023,bc01,1,,. every hates from Someone city it
1024,bc01,1,,. student every professor admires Some
1025,bc01,1,,professor. dean every hates the Some ands admire student
1026,bc01,0,*,##ing without paper inspect You every. filed
1027,bc01,1,,and Everyone. Max reported disappeared that some lady
1028,bc01,1,,if some don Most philosopher will guests t be '. invite offended we
1029,bc01,1,,believe say teachers anything. students All many that
1030,bc01,1,,philosopher invite don t which? we Who if will offended'be
1031,bc01,1,,says who believes? anything Who that
1032,bc01,1,,two. boys kissed Exactly girl some
1033,bc01,1,,exactly know of the producer a. two Mary like men dates I who
1034,bc01,1,,wrong condition show that that some is Every by. has proposed come three student arguments to with up Bill
1035,bc01,1,,"will Max. philosopher be invite some offended, If we"
1036,bc01,1,,. Three relatives house mine a of inherited
1037,bc01,1,,"a house relatives three I of will die mine, If inherit."
1038,bc01,1,,Everyone. seminar attended some
1039,bc01,1,,attended. Exactly half some seminar of students the
1040,bc01,1,,attended seminar three students every. More than
1041,bc01,1,,three more seminars than student attended. Every
1042,bc01,0,*,Every man fort the. surrounded
1043,bc01,1,,. Every man table the lifted
1044,bc01,0,*,man table lifted together the Every.
1045,bc01,1,,men the The fort. surrounded
1046,bc01,1,,. surrounded All fort the the men
1047,bc01,1,,table The the together lifted. men
1048,bc01,1,,men table the together. A lifted hundred
1049,bc01,1,,the together table lifted men the All.
1050,bc01,1,,table Every man a. lifted
1051,bc01,1,,a Each table. man lifted
1052,bc01,1,,. Someone every seminar attended
1053,bc01,1,,. More every students seminar attended two than
1054,bc01,1,,no. married one You
1055,bc01,1,,. no force I you one to marry will
1056,bc01,0,*,. me We voted for
1057,bc01,1,,himself Everyone had been stiff worrying.
1058,bc01,1,,relieved had he Everyone stiff himself been worrying. who that said was
1059,bc01,1,,There. apart five room the in tourists were from myself
1060,bc01,1,,areend. yourselfys Phsts aici gods like
1061,bc01,1,,that Max for invited himself and drink a the boastedie queen Luc.
1062,bc01,1,,Which did pictures of Earl him see?
1063,bc01,1,,Which? pictures did he Earl see of
1064,bc01,1,,handsome. himself to Bill be seems to
1065,bc01,1,,seems. handsome to be to him Bill
1066,bc01,1,,which of will? see John himself picture
1067,bc01,1,,women Each houses g theh be to to. other saris seem '
1068,bc01,1,,.h the s Each to other women'appeararis be to houses g
1069,bc01,0,*,to children adults to the pretend convinced pictures be. of themselves Old
1070,bc01,0,*,they taste. women to that'bad other Each the proved s houses had
1071,bc01,1,,himself than These more John worry stories about else anything.
1072,bc01,0,*,These any describe. official stories himself than biography about better John
1073,bc01,1,,John he? picture that his did the party house Which in decide to at display took
1074,bc01,1,,did report revised? that Which John he submit
1075,bc01,1,,##s limes to prefers lemon Mary. always
1076,bc01,1,,has lemon preferred alwayss Mary. lime tos
1077,bc01,1,,dog bit that the the. rat chased cat The
1078,bc01,0,*,rat dog chased that died that the. The bit cat the
1079,bc01,1,,Jean. this never newspaper reads
1080,bc01,0,*,Jean. reads never newspaper this
1081,r-67,1,,off I gun. cleaned A had went which
1082,r-67,1,,a gun cleaned. I to brother had I my gave which
1083,r-67,1,,I had cleaned my I which to a brother gun gave.
1084,r-67,1,,cats. wereing out whichhin the w let He
1085,r-67,0,*,and Bill potatoes? did buy What
1086,r-67,0,*,"falll? wear Bill d What, d and asleep John"
1087,r-67,1,,toward? railroad the walking see did station Who Mary
1088,r-67,1,,? the Mary see walkingm station railroad Who toward did
1089,r-67,1,,? Do saw who Mary the know boy you
1090,r-67,1,,whom saw boy? Mary you Do know the
1091,r-67,1,,on. pre letter The the heightcribe the reports the government ofingss of covers the
1092,r-67,0,*,the at the who chasedball teacher which threw snow our is I. boy Here
1093,r-67,0,*,mentioned Where fact whichkini? that s the the Sue had'Tom worn bi
1094,r-67,0,*,with I was Who who up he? acquainted to did show expect
1095,r-67,1,,show to acquainted was did expect Who with? he I who up
1096,r-67,1,,?se Who find book did you
1097,r-67,1,,some table chair the sofa He and. will put some between
1098,r-67,0,*,table between he the table What put chair will and some?
1099,r-67,0,*,he will? and put What between table chair the some sofa
1100,r-67,1,,is mad I who know at. John
1101,r-67,1,,a John I at boy know mad.
1102,r-67,1,,taller Dill is than John.
1103,r-67,1,,. than Bill is taller is John
1104,r-67,1,,to go want. I
1105,r-67,1,,difficult ishaving myself me for S.
1106,r-67,1,,off explosion. The touched shock the
1107,r-67,1,,the touched The. explosion off shock
1108,r-67,1,,Boston from the. men almost I up called of all
1109,r-67,0,*,down ran. man I was old a who
1110,r-67,1,,an I ran old down. man
1111,r-67,0,*,call who is I to. somebody'm going
1112,r-67,0,*,up the vase which was India. from I polished
1113,r-67,1,,short to He a circuit fire attributed. the
1114,r-67,0,*,fire He to a the. circuit attributed short
1115,r-67,1,,fire which short attributed to He a. the circuit
1116,r-67,1,,threw into. He thebasket letter waste the
1117,r-67,0,*,waste Hebas the letter the. intoket threw
1118,r-67,1,,the They as proposal too dismissed costly.
1119,r-67,0,*,the as dismissed costly to. proposal They
1120,r-67,1,,the to sidewalk Dartmouth as They proposal from dismissed the Smith build to for. costly a too State
1121,r-67,1,,which up picked found the delicious. on I I way be to some fruit home
1122,r-67,1,,up some I on home fruit picked which way delicious found. my I
1123,r-67,0,*,opening fool the consider who the I made a senator. to be speech
1124,r-67,0,*,that up showed Did? John please you
1125,r-67,1,,? showed up you fact the Did please John that
1126,r-67,0,?*,. showed her pleased that That John up obvious was
1127,r-67,1,,I left that the. secret to fact want Bill remain a
1128,r-67,1,,a left remain I secret. Bill to it want that
1129,r-67,0,*,cost. broke What I almost ate me what
1130,r-67,1,,thing cost almost What ate I broke the me. which
1131,r-67,1,,What broke which me cost ate. almost the thing I
1132,r-67,0,*,pleased John a up. went that with showed girl I out who
1133,r-67,1,,up showed pleased with a that I out. girl John went who it
1134,r-67,1,,##ular. was my who bin loaned I the raceoc as man watching
1135,r-67,0,*,##oc race mys I man loaned watchingular. was bin who a the
1136,r-67,1,,rain near looked a who the it whether man was window like. asked She
1137,r-67,0,*,"60 We,. up had who just father, called my turned"
1138,r-67,0,?*,"turned president 60 who. just, We elected my, had father"
1139,r-67,0,*,", They who my gave father just had 60. turned, it"
1140,r-67,1,,it figured He. out
1141,r-67,0,*,out. He it figured
1142,r-67,0,*,. figured out that He
1143,r-67,1,,out. He figured Ann
1144,r-67,0,?*,. figured He out Ann
1145,r-67,1,,figured out. He something
1146,r-67,1,,answer. the He out figured
1147,r-67,1,,answer. figured out He the
1148,r-67,0,*,it him sent. I
1149,r-67,1,,that. him sent I
1150,r-67,1,,I sent. something him
1151,r-67,0,?*,him president brought the. who with man had We elected he
1152,r-67,1,,me. brought which to They the reports had gave him with he
1153,r-67,0,*,been had company girls. injured kept in some He who the wreck
1154,r-67,0,?*,company had been who He girls wreck. injured kept the in some
1155,r-67,0,*,through insist in who students on my I class. started had seeing term the all out the
1156,r-67,0,?*,class insist the. my who started in I in through out the students all seeing term
1157,r-67,1,,the through started insist. seeing class my who in all on I'student the term out
1158,r-67,0,*,broughtumes the passengers The from the who passed had doctor. f to cut
1159,r-67,0,*,on to He put t who. everyone'doesn he like tries
1160,r-67,0,?*,he He put.'who like everyone to on doesn t tries
1161,r-67,0,*,been man got study to watched me to advisor who when I the had the advised had year talk my Indians freshman I my in. who Utah
1162,r-67,1,,. drives does man as Tom that
1163,r-67,1,,like Tom that. drives man
1164,r-67,0,*,know as man a. Tom does drives who I
1165,r-67,1,,man Tom drives know. like who I a
1166,r-67,1,,man way Tom. that the drives drives that
1167,r-67,1,,does drives. the way mans that that Tom
1168,r-67,1,,than is John is that man taller.
1169,r-67,1,,is taller that than. man
1170,r-67,0,*,than is who know I John a. is man taller
1171,r-67,1,,. is John as man as that tall
1172,r-67,0,*,know is man John is I who tall. as a as
1173,r-67,1,,man who John as a is know tall I as.
1174,r-67,1,,has man kissed a. taller never John than is who is Mary
1175,r-67,1,,never John kissed than taller has. a Mary is man who
1176,r-67,1,,than Man John Mary kissed. taller never has a
1177,r-67,0,*,John is a Mary taller. kissed never than man has
1178,r-67,0,?*,Mary is a John as man never as kissed tall has.
1179,r-67,1,,. tall man as Mary a never John kissed has as
1180,r-67,1,,are. to die The afraid brave not
1181,r-67,1,,to Drown.ing hard cats are rescue
1182,r-67,1,,##own.ing cats law the is against Dr
1183,r-67,1,,John taller man than. I a know
1184,r-67,1,,shocked The the of prisoners shooting me.
1185,r-67,1,,"but believe know didn,'that a t Peter Peter. man John than I taller told He it"
1186,r-67,1,,"Bill promised didd call. divu when, so reluctantlylge to but me I I"
1187,r-67,1,,"me that the his talk'report of. I prisoners, about the ll to on Saturday shooting to on Friday John and shocked wife the"
1188,r-67,1,,read statement man I was. which a about that
1189,r-67,1,,read about a statement I man. that
1190,r-67,0,*,The statement was who read is which a sick man. I about
1191,r-67,1,,The statement read man who I. a is about sick
1192,r-67,1,,Bill seen read me I that. had
1193,r-67,0,*,read myself had. I seen Bill that
1194,r-67,1,,drunk was he. will Evidence that presented be
1195,r-67,1,,presented be Evidence was will that drunk. he
1196,r-67,1,,Thatlyto had his. was lawyer been denied rude the byut defendant s
1197,r-67,1,,. ice me Bill that t sink won something told': awful
1198,r-67,1,,to which m I. hat wife to This a that buys see it'my is going
1199,r-67,1,,my is m I see'buys which This hat. going that wife to a
1200,r-67,1,,Phi Maximnea ofs. who girl is a jealouse knows
1201,r-67,1,,who Phi.e girl behind a Maxim knowssnea is
1202,r-67,1,,a girl Phi with working whoe Maximnea knowss is.
1203,r-67,0,*,girl know isnea jealous? does a of whos Who Phi.
1204,r-67,0,*,who? girl is Who behind a doesneas know Phi
1205,r-67,0,*,with is know Phineas? working Who a who girl does
1206,r-67,0,*,? girl Phis know does a ofnea jealous Who
1207,r-67,0,*,?s Phi girl knownea a Who behind does
1208,r-67,0,*,know Phi? doess a girlnea Who with working
1209,r-67,1,,the that hat. Otto believed wearing I this claim was
1210,r-67,1,,wearing hat I believed that this Otto was.
1211,r-67,0,*,which red the that wearing hat believed The Otto was claim is. I
1212,r-67,1,,red was that which. I is The believed Otto hat wearing
1213,r-67,1,,himself Rutherford understands.
1214,r-67,0,*,himself. is Rutherford understood. by
1215,r-67,1,,ta whodding ice the would said mansty. pu ordered cream be The
1216,r-67,1,,show be pu was said the woulddding who ordered ice a ta. cream The whichsty horror man
1217,r-67,1,,would said. the tasty who be pu ordered it Thedding man
1218,r-67,0,*,. bedding ordered which it was ta pu thesty man said who show The a would horror
1219,r-67,1,,thatibe Thed sheriff.s had him gangster br denied
1220,r-67,1,,the by sheriff was gangsterd had denied.ibe him br Thats
1221,r-67,0,*,"which to the 400 the 000 that amounts,dereduan money discussing The claim. sq am I $ company"
1222,r-67,0,*,"$ that I ', sq discussing money amounts claim theuan to am The company s which Sarah 400dered. 000"
1223,r-67,1,,"$ money haveder which will 000 that sq 400 I The amountsuan. company the hopes, to"
1224,r-67,1,,"##uan have, to to amounts money 400 000 $ chance The a sq which will Ider."
1225,r-67,1,,"for, willder amounts 000 touan 400 sq money proposal I to $ which The make a. us"
1226,r-67,1,,"$ 400 proposal willderuan to amounts money that The. sq make I we, which 000 a"
1227,r-67,1,,I yawned.
1228,r-67,1,,. Sam progressed
1229,r-67,1,,me Bill 40. gave $
1230,r-67,1,,s I tookno.e aoz
1231,r-67,1,,progress. Sam made
1232,r-67,1,,made $ Bill. to of gift a me 40
1233,r-67,1,,the shove Max car. a gave
1234,r-67,1,,I. feeling show will Arch up have that a
1235,r-67,1,,is re. that Bob setrscu provedive this
1236,r-67,1,,rerscu Bob. thisive set is proved
1237,r-67,1,,is that.rs this The difficult re proofcuive is set
1238,r-67,1,,haveuan theder sq. hopes company the will I money
1239,r-67,1,,the company money squan theder feeling have I. a will
1240,r-67,0,*,made sqder money proposal I theuan we a.
1241,r-67,1,,##us pre genera iseros Dick claim '. s that semantictivepost is
1242,r-67,1,,discussing We are claim sauce are flying their that.rs real
1243,r-67,0,*,deadzie s. making'than Suron is that is My claim better red
1244,r-67,1,,red that My is dead than. claimron making is better the
1245,r-67,0,*,##der's company feeling that. sq will money the I have Tomuan the
1246,r-67,0,*,##e.ozno took's Betty s Myra
1247,r-67,0,*,made Sarah 40 s Bill to me gal. of $ '
1248,r-67,0,*,gave the s. Max shove Levi'car
1249,r-67,1,,was went Officer mad. Bob by The man who arrested
1250,r-67,1,,. you won t'it claiming is need Jack that
1251,r-67,1,,is t Jack claiming won it. you need '
1252,r-67,0,*,claim The it made you is by t need. won being Jack '
1253,r-67,1,,re these'You hurt days of. going yourself one to
1254,r-67,1,,I himself about. spoke Bill to
1255,r-67,0,*,that said. himself was He hungry
1256,r-67,1,,know man hates I me who. a
1257,r-67,0,*,hates. know man who I a myself
1258,r-67,1,,read two. statements about I himself him
1259,r-67,0,*,' about. s Judy himself him read statement I
1260,r-67,1,,I men. behind me who know two are
1261,r-67,1,,behind I know men. me two
1262,r-67,0,*,men. myself behind two I know
1263,r-67,1,,you are too people. flip who of You are jealous with
1264,r-67,1,,I who children watching were me some screamed at.
1265,r-67,1,,I screamed some at. children me watching
1266,r-67,0,*,the chair? sofa will What and he between some table put
1267,r-67,0,*,between. chair will the What he sofa put some table and
1268,r-67,0,*,singsute The. Henryalsrig and war mad which l plays isped
1269,r-67,0,*,tax the blond was com wholumber trombone p herputed my and. nurse a polished The
1270,r-67,0,*,nurse the Whicholis did trombone? p andh
1271,r-67,0,*,trombone he who fellowlumber a nurse polishedputed.fty her The the my and was tax com p
1272,r-67,0,*,com the p didlumber nursepute? tax Who her trombone the andseh polis
1273,r-67,1,,"and idlermad Sally Floyd, and dishes the, dried I. washed"
1274,r-67,1,,some I to w the bought. andhisky went store
1275,r-67,1,,. the bought went some Nike I w tohisky store and
1276,r-67,1,,to. I store boughthisky the s went the and Here'which w
1277,r-67,1,,andhisky to the s store bought which. Mike Here'w went the I
1278,r-67,1,,a tall. a and year nurse hasns Fiat Tony for
1279,r-67,0,*,him year is a cruel who tall nurse has for and The.ns to Fiat Tony
1280,r-67,0,*,didn shirts us which the t a of money went'and. up lot will The pick cost movies I to
1281,r-67,1,,some I and store w went bought excellent the to have.hisky
1282,r-67,0,*,costly. which to The excellent and was have went store bought w very the Ihisky
1283,r-67,1,,to tohisky I went some buy w the. store
1284,r-67,0,*,for a a. tall to has nurse Tony Fiatn year
1285,r-67,0,*,. I movies not the up pick went to the shirts to
1286,r-67,0,*,movies to up the to. went shirts I not pick the
1287,r-67,0,*,went to bought w to I some have. storehisky the
1288,r-67,1,,gone s ruined '. and her She dress now
1289,r-67,1,,ve try. and find'screw got to that I
1290,r-67,1,,your kiss wants you. and Aunt grantie Hat be to niceny
1291,r-67,1,,find The to I and. holds door the try got the to which frame screw've
1292,r-67,1,,does Which niceran want Hat and Aunt kiss beny? metie to g
1293,r-67,1,,The in q hut. inscraperuo thense a girl sky and workst boy a
1294,r-67,0,*,##uo q works Which hut anse? at the boy girl in in andscraper sky
1295,r-67,0,*,##t works hut girl Uncle Sam a the skynse boy in which and qscraper. belongs The inuo the to
1296,r-67,0,*,a girluo in ascraper but by in q on andt dim The a has skyple the who her worksnse. nose
1297,r-67,0,*,girl the and in? Which hut in boy does q workt thescrapernseuo a sky
1298,r-67,1,,went wed withe Theorn l. me er m the who moviesus chick tocious will the Billy
1299,r-67,0,*,##us moviesciouse chick went. m l to theorn who Billy er me The and wed the will
1300,r-67,0,*,and adores which him bought bundle Sofia Pietro a from me. Ferrari cost him The
1301,r-67,1,,"a me Pietro from who, which Ferrariores cost ad,. Sofia him bought The bundle"
1302,r-67,1,,"believes. Sally pregnant Sheila definitely, might everyone is pregnant and be"
1303,r-67,1,,"be and,. everyone definitely believes Sheila Sally might, pregnant is"
1304,r-67,1,,", these. will, Tom these and washed grapes picked I grapes Su and thesezie grapes prepare"
1305,r-67,1,,"will picked Su, these, Izie and and grapes,. Tom washed prepare"
1306,r-67,0,*,". picked,s, I some Su grapes Tom prepareip will, turn these washed and andzie"
1307,r-67,1,,the do or executed be. reading Students will final exam the who fail don't who
1308,r-67,1,,final Students executed don't will exam do or who fail will the reading executed who students the be be.
1309,r-67,1,,talk afraid captured ll and he'been by the I John. m cops'has
1310,r-67,1,,. coffee the I table Sally and off heated the up wiped
1311,r-67,1,,"too nut claimed may Bob have it. Although so a I not, be and people think many"
1312,r-67,0,*,"may a be Although people have so. and I, not Bob nut claimed too many think"
1313,r-67,1,,bring get and you did me When did? what back you
1314,r-67,1,,yourself comfortable. Make
1315,r-67,1,,chess show play andv? you Me Did didr up
1316,r-67,0,*,sick what you and me s'Sally did? bring
1317,r-67,0,*,comfortable I Make and sick. got yourself
1318,r-67,0,*,play What are? you did or eating chess you
1319,r-67,0,*,the Which boy embraced and girl?
1320,r-67,0,*,m did play? I hungry and chess you '
1321,r-67,1,,ate what Who?
1322,r-67,1,,? exploded when What
1323,r-67,1,,whom Who? to what gave
1324,r-67,1,,who lastros gave whatity did gene to? this and long fit whom of How
1325,r-67,0,*,I saw who there? what and you ate
1326,r-67,0,*,and? you exploded I would What it when warned
1327,r-67,1,,and yourself ll. comfortable I wash the make'dishes Please
1328,r-67,1,,dishes I comfortable make. and ll the wash You'yourself please
1329,r-67,1,,Marines Herman will drafted Harry and next be year last was night in. the
1330,r-67,1,,them thanbbling go down faster relings can Sashaheat is I. dump
1331,r-67,1,,filing contract want before. that I per away ituse to
1332,r-67,1,,the curtain in ringoil tore up it Fred.
1333,r-67,0,??,"can down re extremely isbbling I if sayheat dolings Sasha I faster dump whichsty so The. go than, ta are"
1334,r-67,1,,. kind The gift of rolling Aunt my thecilla which Fredris maternal in curtain P tore up was
1335,r-67,1,,contractuse before to while want that. I damaging it away per it filing
1336,r-67,1,,##lings theheat thanbblingballs I go dump Sasha meat re down is faster can.
1337,r-67,1,,filing away per want that before. contract deeduse I to the
1338,r-67,1,,. in thepaper wall the curtain tore up Fred rolling
1339,r-67,0,*,the Anita Sasha think dump can is Iheatbbling which meat haveballs thanlings poisoned I. faster may re down go
1340,r-67,0,*,a filing is contract to want that which.ry probablyuse before deed per forge The I away
1341,r-67,1,,"meat fasterlings down which goballssty is I reheat the extremelybbling are Sasha if I do. so can dump ta The, than say"
1342,r-67,1,,I contract loop before someuse. the I per suspect which deed to awayholes that the filing may want
1343,r-67,1,,curtain of Aunt which kind gift my Fred the tore P the The.cilla up maternalris rolling was wallpaper in
1344,r-67,1,,"than faster extremely can I, do down sobbling are them ta if which is re saysty Sasha Thelings goheat I dump."
1345,r-67,1,,arevar boring in precribe the height letter on the of Reportsings government.s of the which theiably covers
1346,r-67,1,,of to the the which the pre. Reports height government the me almost ofcribe alwayss onings letter put covers sleep
1347,r-67,1,,which Reports of are the letter of of publicing a. on shocking wastess the funds governmentcribe the the pre height covers
1348,r-67,1,,which coverss should Reports thecribe on letter the of be height government the abolishedings pre the. of
1349,r-67,0,*,Letter covers thes pre government borings the Reports of the. oning which arecribevar the height iniably of
1350,r-67,0,*,##ing always Reports almost ofcribe government pre to. me of the the ons height covers the put which letter the sleeps
1351,r-67,0,*,public the of the lettercribes shockingsing of of the are funds Reports the government. on which waste covers height pre
1352,r-67,1,,by Greek He books several. authors has
1353,r-67,1,,does Which Greek by have authors he? books
1354,r-67,0,?*,he authors? books does have By Greek which
1355,r-67,0,*,vain Bill I who The boy and was watched.
1356,r-67,0,*,who was and vain boy watched The. I Bill
1357,r-67,1,,like me give hat. that a t won I will They know I which '
1358,r-67,0,*,a know me give which t that will hat like.'I They I won
1359,r-67,1,,guardian s boy elected president'we The employee us betrayed whose.
1360,r-67,0,*,guardian employer we elected's betrayed whose us president boy The.
1361,r-67,0,*,president boy guardian betrayed'elected's we. The employer guardian s us whose
1362,r-67,1,,' to Iee. ask up take these later to going g Bill the makezer old points m
1363,r-67,1,,oldzer m the'up going to take I ask. g Bill These points later makeee to
1364,r-67,1,,boy The s's. guardian president we elected employer '
1365,r-67,0,*,president employer The.'' guardian s s we boy elected
1366,r-67,0,*,' guardian The s elected president boy'we s employer.
1367,r-67,1,,employer the. We president's guardian elected'boy s
1368,r-67,0,*,employer boy the guardian elected s president '. We's
1369,r-67,0,*,We. elected s employer president the boy'guardian
1370,r-67,1,,president did Which s elect boy guardian.'' we employer? s
1371,r-67,0,*,s elect employer? guardian boy we s'' president Which did
1372,r-67,0,*,you pickedlessly? have up TNT care How
1373,r-67,1,,care How uplessly TNT picked? have you
1374,r-67,1,,a. tall man married Sheila that
1375,r-67,1,,did Sheila a man marry How? tall
1376,r-67,0,*,man tall marry How did? Sheila a
1377,r-67,0,*,? tall man a How did marry Sheila
1378,r-67,1,,On sleep? Tom does bed which
1379,r-67,1,,Tom hard slept on. was which bed The
1380,r-67,1,,Which on did bed sleep Tom?
1381,r-67,1,,was which. on bed Tom slept The hard
1382,r-67,1,,"no a arrived sister when were, a buses my time buses time at arrived too no My running brother were and when at running."
1383,r-67,1,,a. Hudson manner mysterious in Jack too disappeared disappeared in a manner and mysterious the
1384,r-67,0,*,manner in disappeared disappeared a Marion too. mysterious Jack and in one
1385,r-67,0,*,time you did arrive What at?
1386,r-67,0,*,which The was manner. disappeared creepy in Jack
1387,r-67,0,*,at live crosses The Route place is place where. the I which Hudson the 150 River
1388,r-67,1,,relatives to. my I do'away d withs are aunt only who like The
1389,r-67,1,,in I d That like. meeting'to on sit
1390,r-67,0,*,d to aunt do like whom away my with only. relativess I are'The
1391,r-67,0,*,is? she To trying to make up whom now
